Typ indexu;Ukazatel;Očištění;Území;Odvětví (NACE);Roky;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2016;103.9671170937
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2017;104.4655463585
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2018;104.6085242147
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2019;104.4706658424
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2020;84.819089248
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2021;110.7587733219
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2022;98.8391961749
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2023;95.1002701937
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2024;97.5351900673
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2001;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2002;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2003;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2004;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2006;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2007;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2008;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2009;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2010;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2011;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2012;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2013;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2014;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2015;113.172961863
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2016;112.1572447388
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2017;100.6808570607
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2018;105.8066608841
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2019;106.530881938
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2020;100.0460183449
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2021;106.4229236128
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2022;97.3349330867
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2023;91.6481368487
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2024;102.4952787602
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2001;106.8672299978
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2002;101.1867251019
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2003;108.0222094162
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2004;103.6527458667
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2005;106.3328099285
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2006;108.4222301349
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2007;107.5401826703
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2008;104.3205451968
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2009;98.1685880748
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2010;99.4289919471
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2011;100.2954659103
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2012;99.1844499204
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2013;99.9707825484
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2014;102.8871965445
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2015;105.6796371685
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2016;105.1554823258
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2017;105.4809668457
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2018;104.9498016776
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2019;104.8273393064
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2020;98.4510999834
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2021;104.1092332754
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2022;96.1447483775
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2023;95.5435573049
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 Maloobchod kromě motorových vozidel;2024;104.8085155566
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2001;108.6541204723
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2002;100.6786774269
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2003;109.281227747
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2004;104.7747993549
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2005;107.559354264
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2006;109.5400085323
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2007;107.8777465343
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2008;102.9058757829
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2009;98.3303041137
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2010;100.2740848279
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2011;100.8608480096
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2012;99.2699869869
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2013;100.2611734903
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2014;103.063093496
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2015;105.5950937534
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2016;105.0892069382
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2017;105.5239590235
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2018;105.0755028395
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2019;105.1762771601
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2020;99.2822949934
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2021;104.128780509
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2022;96.1246579667
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2023;94.3727195947
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot;2024;104.7397281617
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2001;107.7138426473
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2002;102.3466099982
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2003;110.1432405904
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2004;102.7287214329
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2005;104.7757931073
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2006;105.4983890068
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2007;103.8816128206
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2008;101.2857171756
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2009;100.3110138828
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2010;100.8777744569
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2011;98.9502878003
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2012;97.4648139373
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2013;98.7660603462
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2014;101.2633557101
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2015;103.9720522601
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2016;103.1672039577
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2017;102.3657989975
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2018;102.1123184876
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2019;101.9366687417
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2020;98.7746266502
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2021;99.5909866126
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2022;95.1975665
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2023;94.0680437683
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11+47.2 Maloobchod s potravinami;2024;102.5715774798
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2001;109.460430009
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2002;99.2712096309
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2003;108.5312923468
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2004;106.5812877236
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2005;109.9281340519
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2006;112.8181783518
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2007;110.9087244918
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2008;104.0568703403
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2009;96.96064015
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2010;99.7636124444
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2011;102.4944362168
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2012;100.760094048
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2013;101.4549746129
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2014;104.4620414033
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2015;107.1149653721
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2016;106.8362266287
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2017;108.2960086297
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2018;107.5339901226
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2019;107.7285916756
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2020;99.7027938413
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2021;107.8524194536
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2022;96.82714049
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2023;94.5996954605
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;2024;106.3458685678
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2001;107.600317967
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2002;102.0237225966
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2003;108.8987903011
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2004;101.8077886456
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2005;103.7348165992
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2006;106.7110601975
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2007;104.3328281809
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2008;100.7044257391
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2009;100.4535438994
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2010;100.8650303551
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2011;98.9445209719
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2012;97.4675443145
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2013;98.7237298983
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2014;101.0852305429
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2015;103.7899124705
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2016;102.8696621219
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2017;102.4599570073
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2018;102.2146593994
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2019;102.133352043
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2020;99.7335287548
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2021;99.8407056883
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2022;95.6288667584
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2023;94.2867374019
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.1 Maloobchod v nespecializovaných prodejnách;2024;103.7084631315
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2001;108.7639704985
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2002;103.3910840366
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2003;109.3611859336
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2004;103.1739600284
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2005;104.399983437
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2006;106.5413524712
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2007;104.632102562
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2008;101.8151691653
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2009;101.1063658438
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2010;101.285961108
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2011;98.9946647159
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2012;97.5802933967
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2013;98.9972424248
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2014;101.3843524535
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2015;104.092694227
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2016;103.1230444972
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2017;102.359896106
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2018;102.2610141575
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2019;102.1344885227
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2020;100.2495703563
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2021;99.5707316392
